username,group,first_login,last_visit,phase_completed,reminder_sent,age,gender,education,newsinterest,eval_diversity,eval_personalization,sum_logins,sum_ratings,sum_invites,sum_stories,eval_game,eval_nudge,eval_future,sum_shares,polinterest,polefficacy1,polefficacy2,id,news_id,user_id,rating,rating2,recommended,position,mystery,y_for,y_fact
msaazx,1,2023-11-24 16:35:46,2023-11-29 06:34:43,1,0,47,vrouw,4,3,,,12.0,20.0,,20.0,,,,2.0,3,2,2,104,407518,104,5.0,4.5,1,7,0.0,0.8181818181818182,0.6640625
gaiovm,1,2023-11-24 16:39:04,2023-12-02 09:32:17,255,0,50,man,4,2,0.0,-1.0,10.0,145.0,,124.0,1.0,1.0,-2.0,1.0,1,2,1,108,407518,108,5.0,4.5,1,5,0.0,0.8181818181818182,0.6640625
odbwei,1,2023-11-24 16:43:41,2023-12-23 15:49:19,255,0,78,vrouw,4,2,-1.0,-2.0,18.0,52.0,,55.0,0.0,0.0,-2.0,,2,2,2,112,407518,112,5.0,2.0,1,7,0.0,0.8181818181818182,0.6640625
vndcce,1,2023-11-24 16:50:44,2023-12-01 05:24:07,255,0,38,vrouw,4,3,-2.0,1.0,16.0,75.0,,76.0,-1.0,0.0,-1.0,,2,2,2,121,407518,121,4.0,4.0,1,0,0.0,0.8181818181818182,0.6640625
fwuhah,1,2023-11-24 16:56:09,2023-12-01 15:19:14,255,0,32,vrouw,4,3,0.0,1.0,18.0,58.0,,59.0,-3.0,0.0,2.0,,3,2,2,125,407518,125,5.0,5.0,1,0,0.0,0.8181818181818182,0.6640625
cauvvr,1,2023-11-24 17:12:49,2023-12-02 19:03:51,255,0,24,vrouw,4,2,2.0,2.0,14.0,60.0,,50.0,2.0,0.0,0.0,33.0,1,1,1,136,407518,136,4.0,4.0,1,0,0.0,0.8181818181818182,0.6640625
ocurac,1,2023-11-24 17:30:01,2023-12-02 07:00:39,255,0,37,vrouw,5,3,0.0,2.0,20.0,50.0,,49.0,-3.0,1.0,2.0,1.0,2,3,0,145,407518,145,4.0,4.5,1,6,0.0,0.8181818181818182,0.6640625
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,407518,156,4.0,3.5,1,8,0.0,0.8181818181818182,0.6640625
ainsxk,1,2023-11-24 17:54:42,2023-11-30 08:55:21,255,0,43,vrouw,5,1,-3.0,-2.0,24.0,46.0,,48.0,0.0,1.0,-3.0,,1,1,0,161,407518,161,1.0,0.5,1,6,0.0,0.8181818181818182,0.6640625
oficjp,1,2023-11-24 18:21:16,2023-12-04 10:48:04,255,0,61,man,4,2,-1.0,1.0,20.0,50.0,,50.0,1.0,0.0,0.0,,1,1,3,172,407518,172,5.0,4.0,1,1,0.0,0.8181818181818182,0.6640625
dupoak,1,2023-11-24 19:35:10,2023-12-04 11:18:46,255,0,29,man,3,2,2.0,1.0,14.0,57.0,,57.0,0.0,0.0,2.0,2.0,0,1,1,193,407518,193,2.5,3.0,1,0,0.0,0.8181818181818182,0.6640625
plkqbh,1,2023-11-24 20:00:38,2023-11-30 02:46:02,255,0,34,niet-binair/anders,3,3,2.0,1.0,22.0,55.0,,60.0,-2.0,0.0,0.0,54.0,3,2,2,197,407518,197,5.0,5.0,1,2,0.0,0.8181818181818182,0.6640625
hmkrew,1,2023-11-24 20:58:13,2023-12-07 17:58:48,255,0,49,man,3,2,1.0,1.0,14.0,56.0,,57.0,-1.0,0.0,1.0,,1,1,-1,204,407518,204,2.5,3.0,1,6,0.0,0.8181818181818182,0.6640625
ezjynv,1,2023-11-24 21:55:38,2023-12-08 19:31:26,255,0,55,man,2,3,-1.0,2.0,4.0,86.0,,60.0,-2.0,1.0,0.0,,3,3,3,216,407518,216,4.0,2.0,1,3,0.0,0.8181818181818182,0.6640625
njewvm,1,2023-11-25 07:28:47,2023-12-04 13:14:21,255,0,62,man,2,2,0.0,2.0,8.0,77.0,,72.0,1.0,0.0,-1.0,,2,2,0,256,407518,256,2.5,2.0,1,3,0.0,0.8181818181818182,0.6640625
ggmszw,1,2023-11-27 15:28:11,2023-12-08 18:18:20,255,0,74,man,4,3,1.0,1.0,26.0,47.0,,50.0,-3.0,0.0,1.0,,3,3,1,272,407518,272,3.0,5.0,1,6,0.0,0.8181818181818182,0.6640625
blauzm,0,2023-11-27 15:58:53,2023-12-07 12:40:01,255,0,68,man,1,2,2.0,2.0,16.0,70.0,,69.0,-3.0,0.0,1.0,,2,2,0,291,407518,291,3.5,3.5,0,5,0.0,0.8181818181818182,0.6640625
mqubxi,1,2023-11-27 16:24:49,2023-12-05 20:20:32,255,0,48,man,4,2,3.0,2.0,30.0,43.0,,44.0,1.0,1.0,1.0,8.0,2,2,1,300,407518,300,5.0,3.0,1,0,0.0,0.8181818181818182,0.6640625
sskuvr,1,2023-11-27 17:44:18,2023-12-03 08:55:34,255,0,27,vrouw,3,0,-1.0,1.0,24.0,66.0,,69.0,-3.0,0.0,0.0,5.0,-1,1,-1,313,407518,313,4.5,3.5,1,7,0.0,0.8181818181818182,0.6640625
gsxhtz,1,2023-11-27 18:10:31,2023-12-08 18:25:53,1,0,60,man,4,2,,,14.0,47.0,,45.0,,,,,0,1,0,316,407518,316,4.0,2.0,1,8,0.0,0.8181818181818182,0.6640625
yfefqm,1,2023-11-28 15:02:25,2023-11-28 17:23:49,255,0,45,man,2,3,1.0,1.0,4.0,66.0,,62.0,-2.0,0.0,-2.0,,1,2,-2,337,407518,337,3.5,3.5,1,6,0.0,0.8181818181818182,0.6640625
hzywmw,0,2023-11-28 16:42:38,2023-11-28 16:42:38,255,0,68,vrouw,3,3,3.0,3.0,2.0,70.0,,59.0,2.0,1.0,1.0,,3,3,1,354,407518,354,4.0,4.0,0,3,0.0,0.8181818181818182,0.6640625
rggnuk,1,2023-11-28 17:39:45,2023-12-14 11:00:17,255,0,40,man,5,3,-1.0,2.0,26.0,83.0,,81.0,-1.0,1.0,2.0,0.0,2,3,2,360,407518,360,3.5,4.0,1,2,0.0,0.8181818181818182,0.6640625
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,408149,36,2.0,2.5,1,6,0.0,0.4634146341463415,0.7534246575342466
iuxeei,1,2023-11-24 16:22:27,2023-11-30 05:26:51,255,0,40,man,2,2,-2.0,-1.0,22.0,82.0,,77.0,-1.0,1.0,-1.0,2.0,2,2,1,64,408149,64,1.5,1.0,1,8,0.0,0.4634146341463415,0.7534246575342466
srhmmy,1,2023-11-24 16:35:20,2023-11-30 17:06:20,255,0,40,vrouw,4,-1,1.0,0.0,16.0,84.0,,79.0,1.0,1.0,-1.0,,-2,0,0,100,408149,100,1.0,0.5,1,1,0.0,0.4634146341463415,0.7534246575342466
vndcce,1,2023-11-24 16:50:44,2023-12-01 05:24:07,255,0,38,vrouw,4,3,-2.0,1.0,16.0,75.0,,76.0,-1.0,0.0,-1.0,,2,2,2,121,408149,121,1.0,4.0,1,2,0.0,0.4634146341463415,0.7534246575342466
ainsxk,1,2023-11-24 17:54:42,2023-11-30 08:55:21,255,0,43,vrouw,5,1,-3.0,-2.0,24.0,46.0,,48.0,0.0,1.0,-3.0,,1,1,0,161,408149,161,0.5,0.5,1,3,0.0,0.4634146341463415,0.7534246575342466
btlzow,1,2023-11-24 19:58:56,2023-12-02 10:41:01,255,0,60,vrouw,4,3,3.0,2.0,20.0,58.0,,60.0,1.0,0.0,2.0,,2,2,0,196,408149,196,2.5,2.5,1,1,0.0,0.4634146341463415,0.7534246575342466
tdncxg,1,2023-11-24 20:59:19,2023-12-06 16:32:39,255,0,54,vrouw,3,3,-1.0,-1.0,16.0,108.0,,89.0,-3.0,1.0,1.0,3.0,2,2,-3,205,408149,205,2.5,2.0,1,6,0.0,0.4634146341463415,0.7534246575342466
pqitut,1,2023-11-24 22:16:22,2023-12-22 22:01:36,255,0,43,vrouw,2,2,1.0,1.0,22.0,58.0,,62.0,3.0,1.0,0.0,21.0,2,2,0,220,408149,220,4.0,4.0,1,7,0.0,0.4634146341463415,0.7534246575342466
jgglnh,1,2023-11-27 15:32:22,2023-12-03 08:08:03,255,0,61,man,2,2,3.0,2.0,14.0,57.0,,57.0,-1.0,1.0,-1.0,,3,3,3,277,408149,277,4.0,4.0,1,0,0.0,0.4634146341463415,0.7534246575342466
sciiqg,0,2023-11-27 16:31:38,2023-12-04 11:53:16,255,0,65,vrouw,2,2,1.0,0.0,20.0,57.0,,53.0,0.0,1.0,2.0,,0,1,0,303,408149,303,1.0,1.0,0,2,0.0,0.4634146341463415,0.7534246575342466
sskuvr,1,2023-11-27 17:44:18,2023-12-03 08:55:34,255,0,27,vrouw,3,0,-1.0,1.0,24.0,66.0,,69.0,-3.0,0.0,0.0,5.0,-1,1,-1,313,408149,313,4.0,3.5,1,1,0.0,0.4634146341463415,0.7534246575342466
gsxhtz,1,2023-11-27 18:10:31,2023-12-08 18:25:53,1,0,60,man,4,2,,,14.0,47.0,,45.0,,,,,0,1,0,316,408149,316,4.0,1.0,1,0,0.0,0.4634146341463415,0.7534246575342466
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,408149,320,2.5,3.5,1,5,0.0,0.4634146341463415,0.7534246575342466
wmtild,1,2023-11-28 07:13:14,2024-01-10 18:03:21,255,0,61,vrouw,2,2,1.0,1.0,14.0,59.0,,63.0,-3.0,1.0,1.0,,2,2,0,328,408149,328,2.5,0.5,1,3,0.0,0.4634146341463415,0.7534246575342466
anltjr,1,2023-11-28 11:10:19,2023-12-12 10:48:36,255,0,61,man,4,3,-2.0,-2.0,14.0,70.0,,70.0,-3.0,1.0,-3.0,,3,3,3,332,408149,332,1.0,0.5,1,5,0.0,0.4634146341463415,0.7534246575342466
qxqoug,1,2023-11-28 15:09:41,2023-12-06 18:52:44,255,0,37,vrouw,4,3,3.0,2.0,12.0,58.0,,58.0,-2.0,1.0,3.0,0.0,1,1,1,340,408149,340,4.0,4.0,1,7,0.0,0.4634146341463415,0.7534246575342466
rturbh,1,2023-11-28 15:16:40,2023-12-08 13:56:01,255,0,27,man,3,2,1.0,-2.0,28.0,85.0,,86.0,-2.0,0.0,-3.0,10.0,1,2,-2,345,408149,345,3.0,3.0,1,0,0.0,0.4634146341463415,0.7534246575342466
blbxjd,1,2023-11-28 15:33:49,2023-12-19 08:13:26,255,0,48,man,3,2,-3.0,-3.0,4.0,66.0,,67.0,3.0,0.0,-3.0,0.0,2,2,0,349,408149,349,1.0,1.0,1,7,0.0,0.4634146341463415,0.7534246575342466
lygoze,1,2023-11-28 18:50:30,2023-12-09 08:51:35,255,0,62,man,4,2,1.0,2.0,14.0,88.0,,80.0,0.0,0.0,2.0,5.0,2,2,2,364,408149,364,0.5,1.0,1,3,0.0,0.4634146341463415,0.7534246575342466
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,408471,36,4.0,4.0,1,0,0.0,0.9285714285714286,0.9487179487179488
nmxcvs,1,2023-11-24 13:42:14,2023-11-30 08:43:01,255,0,67,man,4,2,2.0,1.0,16.0,55.0,,55.0,2.0,1.0,0.0,,1,1,0,39,408471,39,3.0,3.0,1,0,0.0,0.9285714285714286,0.9487179487179488
jldige,1,2023-11-24 16:23:48,2023-12-04 18:01:40,255,0,67,man,4,3,1.0,2.0,22.0,64.0,,68.0,2.0,1.0,3.0,6.0,3,3,3,71,408471,71,5.0,5.0,1,2,0.0,0.9285714285714286,0.9487179487179488
obptcf,1,2023-11-24 16:27:24,2023-12-04 10:40:45,255,0,62,vrouw,4,3,-1.0,2.0,8.0,97.0,,98.0,0.0,1.0,0.0,1.0,3,2,-2,79,408471,79,3.5,5.0,1,0,0.0,0.9285714285714286,0.9487179487179488
srhmmy,1,2023-11-24 16:35:20,2023-11-30 17:06:20,255,0,40,vrouw,4,-1,1.0,0.0,16.0,84.0,,79.0,1.0,1.0,-1.0,,-2,0,0,100,408471,100,4.0,2.5,1,1,0.0,0.9285714285714286,0.9487179487179488
vndcce,1,2023-11-24 16:50:44,2023-12-01 05:24:07,255,0,38,vrouw,4,3,-2.0,1.0,16.0,75.0,,76.0,-1.0,0.0,-1.0,,2,2,2,121,408471,121,4.5,4.5,1,2,0.0,0.9285714285714286,0.9487179487179488
ocurac,1,2023-11-24 17:30:01,2023-12-02 07:00:39,255,0,37,vrouw,5,3,0.0,2.0,20.0,50.0,,49.0,-3.0,1.0,2.0,1.0,2,3,0,145,408471,145,5.0,5.0,1,1,0.0,0.9285714285714286,0.9487179487179488
dupoak,1,2023-11-24 19:35:10,2023-12-04 11:18:46,255,0,29,man,3,2,2.0,1.0,14.0,57.0,,57.0,0.0,0.0,2.0,2.0,0,1,1,193,408471,193,4.5,3.0,1,1,0.0,0.9285714285714286,0.9487179487179488
ezjynv,1,2023-11-24 21:55:38,2023-12-08 19:31:26,255,0,55,man,2,3,-1.0,2.0,4.0,86.0,,60.0,-2.0,1.0,0.0,,3,3,3,216,408471,216,4.5,2.5,1,1,0.0,0.9285714285714286,0.9487179487179488
ggmszw,1,2023-11-27 15:28:11,2023-12-08 18:18:20,255,0,74,man,4,3,1.0,1.0,26.0,47.0,,50.0,-3.0,0.0,1.0,,3,3,1,272,408471,272,5.0,5.0,1,6,0.0,0.9285714285714286,0.9487179487179488
azubyo,0,2023-11-27 15:32:56,2023-12-04 13:44:00,255,0,38,vrouw,4,3,-1.0,2.0,14.0,95.0,,97.0,-2.0,1.0,-1.0,0.0,3,2,1,279,408471,279,5.0,3.5,0,0,0.0,0.9285714285714286,0.9487179487179488
mqubxi,1,2023-11-27 16:24:49,2023-12-05 20:20:32,255,0,48,man,4,2,3.0,2.0,30.0,43.0,,44.0,1.0,1.0,1.0,8.0,2,2,1,300,408471,300,4.5,4.5,1,5,0.0,0.9285714285714286,0.9487179487179488
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,408471,321,5.0,5.0,1,8,0.0,0.9285714285714286,0.9487179487179488
rggnuk,1,2023-11-28 17:39:45,2023-12-14 11:00:17,255,0,40,man,5,3,-1.0,2.0,26.0,83.0,,81.0,-1.0,1.0,2.0,0.0,2,3,2,360,408471,360,5.0,4.5,0,4,1.0,0.9285714285714286,0.9487179487179488
xwnano,1,2023-11-28 20:00:27,2023-12-06 10:13:59,255,0,37,man,4,3,1.0,2.0,10.0,73.0,,75.0,-3.0,1.0,-1.0,,2,2,1,368,408471,368,2.0,2.0,1,1,0.0,0.9285714285714286,0.9487179487179488
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,408494,36,4.0,3.0,1,1,0.0,0.9666666666666668,0.9
jldige,1,2023-11-24 16:23:48,2023-12-04 18:01:40,255,0,67,man,4,3,1.0,2.0,22.0,64.0,,68.0,2.0,1.0,3.0,6.0,3,3,3,71,408494,71,5.0,5.0,1,7,0.0,0.9666666666666668,0.9
srhmmy,1,2023-11-24 16:35:20,2023-11-30 17:06:20,255,0,40,vrouw,4,-1,1.0,0.0,16.0,84.0,,79.0,1.0,1.0,-1.0,,-2,0,0,100,408494,100,4.0,2.0,1,3,0.0,0.9666666666666668,0.9
ocurac,1,2023-11-24 17:30:01,2023-12-02 07:00:39,255,0,37,vrouw,5,3,0.0,2.0,20.0,50.0,,49.0,-3.0,1.0,2.0,1.0,2,3,0,145,408494,145,5.0,4.0,1,1,0.0,0.9666666666666668,0.9
ffmtgy,1,2023-11-24 17:54:02,2023-12-04 06:48:29,1,0,39,man,1,1,,,10.0,21.0,,24.0,,,,1.0,1,2,1,160,408494,160,4.5,3.5,1,2,0.0,0.9666666666666668,0.9
dupoak,1,2023-11-24 19:35:10,2023-12-04 11:18:46,255,0,29,man,3,2,2.0,1.0,14.0,57.0,,57.0,0.0,0.0,2.0,2.0,0,1,1,193,408494,193,4.5,3.0,1,0,0.0,0.9666666666666668,0.9
btlzow,1,2023-11-24 19:58:56,2023-12-02 10:41:01,255,0,60,vrouw,4,3,3.0,2.0,20.0,58.0,,60.0,1.0,0.0,2.0,,2,2,0,196,408494,196,4.0,2.5,1,5,0.0,0.9666666666666668,0.9
ezjynv,1,2023-11-24 21:55:38,2023-12-08 19:31:26,255,0,55,man,2,3,-1.0,2.0,4.0,86.0,,60.0,-2.0,1.0,0.0,,3,3,3,216,408494,216,4.5,2.5,1,3,0.0,0.9666666666666668,0.9
jnmxct,1,2023-11-24 22:19:11,2023-11-24 22:28:52,255,0,56,man,4,2,3.0,3.0,2.0,75.0,,76.0,2.0,0.0,0.0,0.0,2,1,0,221,408494,221,5.0,5.0,1,0,0.0,0.9666666666666668,0.9
mqubxi,1,2023-11-27 16:24:49,2023-12-05 20:20:32,255,0,48,man,4,2,3.0,2.0,30.0,43.0,,44.0,1.0,1.0,1.0,8.0,2,2,1,300,408494,300,5.0,4.0,1,1,0.0,0.9666666666666668,0.9
sskuvr,1,2023-11-27 17:44:18,2023-12-03 08:55:34,255,0,27,vrouw,3,0,-1.0,1.0,24.0,66.0,,69.0,-3.0,0.0,0.0,5.0,-1,1,-1,313,408494,313,4.5,2.5,1,1,0.0,0.9666666666666668,0.9
hzywmw,0,2023-11-28 16:42:38,2023-11-28 16:42:38,255,0,68,vrouw,3,3,3.0,3.0,2.0,70.0,,59.0,2.0,1.0,1.0,,3,3,1,354,408494,354,5.0,4.0,0,5,0.0,0.9666666666666668,0.9
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,408506,36,4.0,3.0,1,2,0.0,0.9090909090909092,0.9545454545454546
dupoak,1,2023-11-24 19:35:10,2023-12-04 11:18:46,255,0,29,man,3,2,2.0,1.0,14.0,57.0,,57.0,0.0,0.0,2.0,2.0,0,1,1,193,408506,193,3.0,2.5,1,0,0.0,0.9090909090909092,0.9545454545454546
ezjynv,1,2023-11-24 21:55:38,2023-12-08 19:31:26,255,0,55,man,2,3,-1.0,2.0,4.0,86.0,,60.0,-2.0,1.0,0.0,,3,3,3,216,408506,216,4.0,1.0,1,7,0.0,0.9090909090909092,0.9545454545454546
rggnuk,1,2023-11-28 17:39:45,2023-12-14 11:00:17,255,0,40,man,5,3,-1.0,2.0,26.0,83.0,,81.0,-1.0,1.0,2.0,0.0,2,3,2,360,408506,360,5.0,4.5,0,4,1.0,0.9090909090909092,0.9545454545454546
xwnano,1,2023-11-28 20:00:27,2023-12-06 10:13:59,255,0,37,man,4,3,1.0,2.0,10.0,73.0,,75.0,-3.0,1.0,-1.0,,2,2,1,368,408506,368,4.0,3.0,1,1,0.0,0.9090909090909092,0.9545454545454546
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,408488,36,4.0,3.5,1,7,0.0,0.8695652173913043,0.9130434782608696
jldige,1,2023-11-24 16:23:48,2023-12-04 18:01:40,255,0,67,man,4,3,1.0,2.0,22.0,64.0,,68.0,2.0,1.0,3.0,6.0,3,3,3,71,408488,71,4.0,4.0,1,0,0.0,0.8695652173913043,0.9130434782608696
gaiovm,1,2023-11-24 16:39:04,2023-12-02 09:32:17,255,0,50,man,4,2,0.0,-1.0,10.0,145.0,,124.0,1.0,1.0,-2.0,1.0,1,2,1,108,408488,108,4.5,4.0,1,0,0.0,0.8695652173913043,0.9130434782608696
ezjynv,1,2023-11-24 21:55:38,2023-12-08 19:31:26,255,0,55,man,2,3,-1.0,2.0,4.0,86.0,,60.0,-2.0,1.0,0.0,,3,3,3,216,408488,216,4.0,1.0,1,8,0.0,0.8695652173913043,0.9130434782608696
mqubxi,1,2023-11-27 16:24:49,2023-12-05 20:20:32,255,0,48,man,4,2,3.0,2.0,30.0,43.0,,44.0,1.0,1.0,1.0,8.0,2,2,1,300,408488,300,3.5,3.5,1,1,0.0,0.8695652173913043,0.9130434782608696
ovnapw,0,2023-11-28 09:41:39,2023-12-04 10:58:08,255,0,66,man,5,3,3.0,1.0,10.0,65.0,,64.0,1.0,0.0,1.0,,2,2,1,330,408488,330,5.0,4.5,0,1,0.0,0.8695652173913043,0.9130434782608696
lygoze,1,2023-11-28 18:50:30,2023-12-09 08:51:35,255,0,62,man,4,2,1.0,2.0,14.0,88.0,,80.0,0.0,0.0,2.0,5.0,2,2,2,364,408488,364,5.0,5.0,1,3,0.0,0.8695652173913043,0.9130434782608696
xwnano,1,2023-11-28 20:00:27,2023-12-06 10:13:59,255,0,37,man,4,3,1.0,2.0,10.0,73.0,,75.0,-3.0,1.0,-1.0,,2,2,1,368,408488,368,5.0,5.0,1,0,0.0,0.8695652173913043,0.9130434782608696
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,408632,36,2.0,3.0,1,2,0.0,0.5833333333333334,0.7402597402597403
gaiovm,1,2023-11-24 16:39:04,2023-12-02 09:32:17,255,0,50,man,4,2,0.0,-1.0,10.0,145.0,,124.0,1.0,1.0,-2.0,1.0,1,2,1,108,408632,108,3.0,3.0,1,2,0.0,0.5833333333333334,0.7402597402597403
odbwei,1,2023-11-24 16:43:41,2023-12-23 15:49:19,255,0,78,vrouw,4,2,-1.0,-2.0,18.0,52.0,,55.0,0.0,0.0,-2.0,,2,2,2,112,408632,112,3.0,2.0,1,1,0.0,0.5833333333333334,0.7402597402597403
vndcce,1,2023-11-24 16:50:44,2023-12-01 05:24:07,255,0,38,vrouw,4,3,-2.0,1.0,16.0,75.0,,76.0,-1.0,0.0,-1.0,,2,2,2,121,408632,121,3.0,4.0,1,3,0.0,0.5833333333333334,0.7402597402597403
fwuhah,1,2023-11-24 16:56:09,2023-12-01 15:19:14,255,0,32,vrouw,4,3,0.0,1.0,18.0,58.0,,59.0,-3.0,0.0,2.0,,3,2,2,125,408632,125,4.0,1.0,1,1,0.0,0.5833333333333334,0.7402597402597403
ocurac,1,2023-11-24 17:30:01,2023-12-02 07:00:39,255,0,37,vrouw,5,3,0.0,2.0,20.0,50.0,,49.0,-3.0,1.0,2.0,1.0,2,3,0,145,408632,145,1.0,2.0,1,1,0.0,0.5833333333333334,0.7402597402597403
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,408632,156,3.0,0.5,1,7,0.0,0.5833333333333334,0.7402597402597403
dupoak,1,2023-11-24 19:35:10,2023-12-04 11:18:46,255,0,29,man,3,2,2.0,1.0,14.0,57.0,,57.0,0.0,0.0,2.0,2.0,0,1,1,193,408632,193,4.5,4.5,1,0,0.0,0.5833333333333334,0.7402597402597403
btlzow,1,2023-11-24 19:58:56,2023-12-02 10:41:01,255,0,60,vrouw,4,3,3.0,2.0,20.0,58.0,,60.0,1.0,0.0,2.0,,2,2,0,196,408632,196,3.0,2.0,1,1,0.0,0.5833333333333334,0.7402597402597403
hmkrew,1,2023-11-24 20:58:13,2023-12-07 17:58:48,255,0,49,man,3,2,1.0,1.0,14.0,56.0,,57.0,-1.0,0.0,1.0,,1,1,-1,204,408632,204,3.0,2.0,1,2,0.0,0.5833333333333334,0.7402597402597403
pqitut,1,2023-11-24 22:16:22,2023-12-22 22:01:36,255,0,43,vrouw,2,2,1.0,1.0,22.0,58.0,,62.0,3.0,1.0,0.0,21.0,2,2,0,220,408632,220,2.5,3.0,1,3,0.0,0.5833333333333334,0.7402597402597403
jnmxct,1,2023-11-24 22:19:11,2023-11-24 22:28:52,255,0,56,man,4,2,3.0,3.0,2.0,75.0,,76.0,2.0,0.0,0.0,0.0,2,1,0,221,408632,221,3.0,3.0,1,0,0.0,0.5833333333333334,0.7402597402597403
njewvm,1,2023-11-25 07:28:47,2023-12-04 13:14:21,255,0,62,man,2,2,0.0,2.0,8.0,77.0,,72.0,1.0,0.0,-1.0,,2,2,0,256,408632,256,2.5,2.5,1,5,0.0,0.5833333333333334,0.7402597402597403
ggmszw,1,2023-11-27 15:28:11,2023-12-08 18:18:20,255,0,74,man,4,3,1.0,1.0,26.0,47.0,,50.0,-3.0,0.0,1.0,,3,3,1,272,408632,272,3.0,2.0,1,8,0.0,0.5833333333333334,0.7402597402597403
mqubxi,1,2023-11-27 16:24:49,2023-12-05 20:20:32,255,0,48,man,4,2,3.0,2.0,30.0,43.0,,44.0,1.0,1.0,1.0,8.0,2,2,1,300,408632,300,2.0,2.0,1,1,0.0,0.5833333333333334,0.7402597402597403
sskuvr,1,2023-11-27 17:44:18,2023-12-03 08:55:34,255,0,27,vrouw,3,0,-1.0,1.0,24.0,66.0,,69.0,-3.0,0.0,0.0,5.0,-1,1,-1,313,408632,313,3.0,1.5,1,1,0.0,0.5833333333333334,0.7402597402597403
gsxhtz,1,2023-11-27 18:10:31,2023-12-08 18:25:53,1,0,60,man,4,2,,,14.0,47.0,,45.0,,,,,0,1,0,316,408632,316,0.5,0.5,1,0,0.0,0.5833333333333334,0.7402597402597403
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,408632,320,2.0,3.5,1,0,0.0,0.5833333333333334,0.7402597402597403
wmtild,1,2023-11-28 07:13:14,2024-01-10 18:03:21,255,0,61,vrouw,2,2,1.0,1.0,14.0,59.0,,63.0,-3.0,1.0,1.0,,2,2,0,328,408632,328,4.5,0.5,1,5,0.0,0.5833333333333334,0.7402597402597403
anltjr,1,2023-11-28 11:10:19,2023-12-12 10:48:36,255,0,61,man,4,3,-2.0,-2.0,14.0,70.0,,70.0,-3.0,1.0,-3.0,,3,3,3,332,408632,332,5.0,3.0,1,5,0.0,0.5833333333333334,0.7402597402597403
rturbh,1,2023-11-28 15:16:40,2023-12-08 13:56:01,255,0,27,man,3,2,1.0,-2.0,28.0,85.0,,86.0,-2.0,0.0,-3.0,10.0,1,2,-2,345,408632,345,1.0,0.5,1,0,0.0,0.5833333333333334,0.7402597402597403
lygoze,1,2023-11-28 18:50:30,2023-12-09 08:51:35,255,0,62,man,4,2,1.0,2.0,14.0,88.0,,80.0,0.0,0.0,2.0,5.0,2,2,2,364,408632,364,1.0,1.0,1,6,0.0,0.5833333333333334,0.7402597402597403
axllyj,1,2023-11-29 05:54:32,2023-12-26 21:48:32,255,0,30,vrouw,3,2,2.0,2.0,24.0,70.0,,64.0,1.0,0.0,2.0,,2,1,0,373,408632,373,3.5,3.0,1,1,0.0,0.5833333333333334,0.7402597402597403
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,408769,36,4.0,3.0,1,0,0.0,0.9047619047619048,0.8095238095238095
jldige,1,2023-11-24 16:23:48,2023-12-04 18:01:40,255,0,67,man,4,3,1.0,2.0,22.0,64.0,,68.0,2.0,1.0,3.0,6.0,3,3,3,71,408769,71,5.0,5.0,1,1,0.0,0.9047619047619048,0.8095238095238095
