username,group,first_login,last_visit,phase_completed,reminder_sent,age,gender,education,newsinterest,eval_diversity,eval_personalization,sum_logins,sum_ratings,sum_invites,sum_stories,eval_game,eval_nudge,eval_future,sum_shares,polinterest,polefficacy1,polefficacy2,id,news_id,user_id,rating,rating2,recommended,position,mystery,y_for,y_fact
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,411974,156,3.0,2.0,1,0,0.0,0.5066666666666667,0.7397260273972602
lxbrfa,1,2023-11-24 18:37:19,2023-12-19 08:27:41,1,0,59,niet-binair/anders,1,3,,,16.0,26.0,,26.0,,,,,3,3,-3,177,411974,177,1.0,1.0,1,3,0.0,0.5066666666666667,0.7397260273972602
ghtvyg,1,2023-11-24 20:34:36,2024-01-07 11:08:10,1,0,51,man,3,3,,,22.0,30.0,,34.0,,,,9.0,2,3,2,201,411974,201,3.0,1.0,1,5,0.0,0.5066666666666667,0.7397260273972602
jhivej,1,2023-11-24 21:05:03,2023-12-26 21:38:34,255,0,56,vrouw,5,3,1.0,-2.0,20.0,50.0,,56.0,1.0,0.0,-3.0,,2,1,1,208,411974,208,1.0,3.0,1,2,0.0,0.5066666666666667,0.7397260273972602
jnmxct,1,2023-11-24 22:19:11,2023-11-24 22:28:52,255,0,56,man,4,2,3.0,3.0,2.0,75.0,,76.0,2.0,0.0,0.0,0.0,2,1,0,221,411974,221,3.5,3.5,1,6,0.0,0.5066666666666667,0.7397260273972602
gsxhtz,1,2023-11-27 18:10:31,2023-12-08 18:25:53,1,0,60,man,4,2,,,14.0,47.0,,45.0,,,,,0,1,0,316,411974,316,4.0,3.0,1,0,0.0,0.5066666666666667,0.7397260273972602
anltjr,1,2023-11-28 11:10:19,2023-12-12 10:48:36,255,0,61,man,4,3,-2.0,-2.0,14.0,70.0,,70.0,-3.0,1.0,-3.0,,3,3,3,332,411974,332,0.5,1.0,1,2,0.0,0.5066666666666667,0.7397260273972602
lygoze,1,2023-11-28 18:50:30,2023-12-09 08:51:35,255,0,62,man,4,2,1.0,2.0,14.0,88.0,,80.0,0.0,0.0,2.0,5.0,2,2,2,364,411974,364,1.0,1.0,1,0,0.0,0.5066666666666667,0.7397260273972602
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,411742,156,2.0,2.0,1,2,0.0,0.4482758620689655,0.7407407407407407
lxbrfa,1,2023-11-24 18:37:19,2023-12-19 08:27:41,1,0,59,niet-binair/anders,1,3,,,16.0,26.0,,26.0,,,,,3,3,-3,177,411742,177,3.0,3.0,1,3,0.0,0.4482758620689655,0.7407407407407407
jhivej,1,2023-11-24 21:05:03,2023-12-26 21:38:34,255,0,56,vrouw,5,3,1.0,-2.0,20.0,50.0,,56.0,1.0,0.0,-3.0,,2,1,1,208,411742,208,1.0,1.0,1,5,0.0,0.4482758620689655,0.7407407407407407
ezjynv,1,2023-11-24 21:55:38,2023-12-08 19:31:26,255,0,55,man,2,3,-1.0,2.0,4.0,86.0,,60.0,-2.0,1.0,0.0,,3,3,3,216,411742,216,5.0,5.0,1,0,0.0,0.4482758620689655,0.7407407407407407
pqitut,1,2023-11-24 22:16:22,2023-12-22 22:01:36,255,0,43,vrouw,2,2,1.0,1.0,22.0,58.0,,62.0,3.0,1.0,0.0,21.0,2,2,0,220,411742,220,4.0,4.0,1,2,0.0,0.4482758620689655,0.7407407407407407
jnmxct,1,2023-11-24 22:19:11,2023-11-24 22:28:52,255,0,56,man,4,2,3.0,3.0,2.0,75.0,,76.0,2.0,0.0,0.0,0.0,2,1,0,221,411742,221,5.0,5.0,1,0,0.0,0.4482758620689655,0.7407407407407407
anltjr,1,2023-11-28 11:10:19,2023-12-12 10:48:36,255,0,61,man,4,3,-2.0,-2.0,14.0,70.0,,70.0,-3.0,1.0,-3.0,,3,3,3,332,411742,332,1.0,1.0,1,3,0.0,0.4482758620689655,0.7407407407407407
blbxjd,1,2023-11-28 15:33:49,2023-12-19 08:13:26,255,0,48,man,3,2,-3.0,-3.0,4.0,66.0,,67.0,3.0,0.0,-3.0,0.0,2,2,0,349,411742,349,3.0,2.0,1,2,0.0,0.4482758620689655,0.7407407407407407
axllyj,1,2023-11-29 05:54:32,2023-12-26 21:48:32,255,0,30,vrouw,3,2,2.0,2.0,24.0,70.0,,64.0,1.0,0.0,2.0,,2,1,0,373,411742,373,3.0,3.0,1,0,0.0,0.4482758620689655,0.7407407407407407
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,410865,156,2.0,2.0,1,2,0.0,0.2,0.6470588235294118
lxbrfa,1,2023-11-24 18:37:19,2023-12-19 08:27:41,1,0,59,niet-binair/anders,1,3,,,16.0,26.0,,26.0,,,,,3,3,-3,177,410865,177,3.0,2.0,1,0,0.0,0.2,0.6470588235294118
zfdarg,0,2023-11-24 18:49:45,2023-12-06 20:17:12,255,0,29,man,4,3,3.0,1.0,14.0,65.0,,55.0,-2.0,0.0,-1.0,0.0,3,3,3,179,410865,179,1.5,2.0,0,6,0.0,0.2,0.6470588235294118
hmkrew,1,2023-11-24 20:58:13,2023-12-07 17:58:48,255,0,49,man,3,2,1.0,1.0,14.0,56.0,,57.0,-1.0,0.0,1.0,,1,1,-1,204,410865,204,2.0,2.5,1,8,0.0,0.2,0.6470588235294118
pqitut,1,2023-11-24 22:16:22,2023-12-22 22:01:36,255,0,43,vrouw,2,2,1.0,1.0,22.0,58.0,,62.0,3.0,1.0,0.0,21.0,2,2,0,220,410865,220,4.0,4.0,1,6,0.0,0.2,0.6470588235294118
anltjr,1,2023-11-28 11:10:19,2023-12-12 10:48:36,255,0,61,man,4,3,-2.0,-2.0,14.0,70.0,,70.0,-3.0,1.0,-3.0,,3,3,3,332,410865,332,1.0,1.0,1,0,0.0,0.2,0.6470588235294118
lygoze,1,2023-11-28 18:50:30,2023-12-09 08:51:35,255,0,62,man,4,2,1.0,2.0,14.0,88.0,,80.0,0.0,0.0,2.0,5.0,2,2,2,364,410865,364,1.0,1.0,1,2,0.0,0.2,0.6470588235294118
xwnano,1,2023-11-28 20:00:27,2023-12-06 10:13:59,255,0,37,man,4,3,1.0,2.0,10.0,73.0,,75.0,-3.0,1.0,-1.0,,2,2,1,368,410865,368,1.0,1.0,1,0,0.0,0.2,0.6470588235294118
fjdsci,1,2023-11-28 20:10:38,2023-12-14 16:25:41,255,0,59,vrouw,3,0,3.0,1.0,14.0,58.0,,58.0,-2.0,0.0,1.0,24.0,0,1,0,369,410865,369,4.5,5.0,1,0,0.0,0.2,0.6470588235294118
axllyj,1,2023-11-29 05:54:32,2023-12-26 21:48:32,255,0,30,vrouw,3,2,2.0,2.0,24.0,70.0,,64.0,1.0,0.0,2.0,,2,1,0,373,410865,373,3.0,4.0,1,1,0.0,0.2,0.6470588235294118
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412597,156,4.0,4.0,0,4,1.0,0.8947368421052632,0.9473684210526316
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412006,156,4.0,2.5,1,3,0.0,0.5066666666666667,0.7397260273972602
pqitut,1,2023-11-24 22:16:22,2023-12-22 22:01:36,255,0,43,vrouw,2,2,1.0,1.0,22.0,58.0,,62.0,3.0,1.0,0.0,21.0,2,2,0,220,412006,220,3.0,3.0,1,8,0.0,0.5066666666666667,0.7397260273972602
ggmszw,1,2023-11-27 15:28:11,2023-12-08 18:18:20,255,0,74,man,4,3,1.0,1.0,26.0,47.0,,50.0,-3.0,0.0,1.0,,3,3,1,272,412006,272,0.5,1.0,1,7,0.0,0.5066666666666667,0.7397260273972602
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412074,156,4.0,3.0,1,3,0.0,0.6402116402116402,0.8314606741573034
pqitut,1,2023-11-24 22:16:22,2023-12-22 22:01:36,255,0,43,vrouw,2,2,1.0,1.0,22.0,58.0,,62.0,3.0,1.0,0.0,21.0,2,2,0,220,412074,220,2.5,2.5,1,0,0.0,0.6402116402116402,0.8314606741573034
jnmxct,1,2023-11-24 22:19:11,2023-11-24 22:28:52,255,0,56,man,4,2,3.0,3.0,2.0,75.0,,76.0,2.0,0.0,0.0,0.0,2,1,0,221,412074,221,5.0,5.0,1,1,0.0,0.6402116402116402,0.8314606741573034
anltjr,1,2023-11-28 11:10:19,2023-12-12 10:48:36,255,0,61,man,4,3,-2.0,-2.0,14.0,70.0,,70.0,-3.0,1.0,-3.0,,3,3,3,332,412074,332,1.0,1.0,1,0,0.0,0.6402116402116402,0.8314606741573034
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412604,156,0.5,0.5,0,4,1.0,0.25,0.6666666666666666
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412826,156,3.0,2.0,1,8,0.0,0.8661087866108786,0.9264069264069263
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412919,156,5.0,4.0,1,1,0.0,1.0,1.0
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412922,156,3.0,3.0,1,8,0.0,1.0,1.0
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,413190,156,2.0,2.0,0,4,1.0,0.6666666666666666,0.8421052631578947
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412831,156,3.0,1.0,0,4,1.0,1.0,1.0
rbfzfb,0,2023-11-28 17:37:34,2023-12-10 10:39:20,1,0,47,vrouw,4,2,,,12.0,76.0,,48.0,,,,1.0,2,3,2,359,412831,359,3.0,1.5,0,4,1.0,1.0,1.0
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,413150,156,3.0,1.5,0,4,1.0,1.0,1.0
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412601,156,3.0,2.0,1,5,0.0,0.6285714285714286,0.7878787878787878
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412598,156,3.5,3.0,1,8,0.0,0.6578947368421053,0.7297297297297297
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,409915,156,2.0,2.0,1,3,0.0,0.9375,1.0
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,411144,156,4.0,3.0,1,5,0.0,1.0,0.9583333333333334
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,411807,156,2.0,1.5,1,0,0.0,0.375,0.5
hzywmw,0,2023-11-28 16:42:38,2023-11-28 16:42:38,255,0,68,vrouw,3,3,3.0,3.0,2.0,70.0,,59.0,2.0,1.0,1.0,,3,3,1,354,411807,354,3.0,2.0,0,8,0.0,0.375,0.5
xrttmd,0,2023-11-29 08:09:36,2023-11-30 09:37:25,1,0,60,vrouw,4,0,,,2.0,40.0,,41.0,,,,,0,2,0,375,411807,375,2.0,1.5,0,0,0.0,0.375,0.5
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412111,156,1.0,1.0,1,3,0.0,0.0,0.5
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412822,156,4.0,4.0,1,3,0.0,0.6428571428571429,0.7540983606557377
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412955,156,3.5,3.0,1,2,0.0,0.7083333333333334,0.8444444444444444
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,413027,156,2.0,1.0,0,4,1.0,0.5,1.0
mseqqh,1,2023-11-24 17:48:55,2023-11-24 22:49:09,255,0,43,vrouw,4,1,-1.0,0.0,4.0,66.0,,48.0,-2.0,1.0,-3.0,0.0,1,0,0,156,412751,156,4.0,3.0,0,4,1.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406025,158,5.0,4.5,0,6,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406236,158,2.0,1.0,0,0,0.0,1.0,1.0
dupoak,1,2023-11-24 19:35:10,2023-12-04 11:18:46,255,0,29,man,3,2,2.0,1.0,14.0,57.0,,57.0,0.0,0.0,2.0,2.0,0,1,1,193,406236,193,5.0,3.5,0,0,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406075,158,3.0,2.0,0,8,0.0,0.8636363636363636,0.9285714285714286
zhllwy,0,2023-11-24 17:53:51,2023-12-02 06:05:17,255,0,39,vrouw,3,2,3.0,2.0,14.0,136.0,,128.0,0.0,0.0,1.0,1.0,2,2,2,159,406075,159,2.0,2.0,0,0,0.0,0.8636363636363636,0.9285714285714286
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406204,158,2.0,1.5,0,4,1.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406264,158,5.0,3.0,0,6,0.0,1.0,1.0
tdncxg,1,2023-11-24 20:59:19,2023-12-06 16:32:39,255,0,54,vrouw,3,3,-1.0,-1.0,16.0,108.0,,89.0,-3.0,1.0,1.0,3.0,2,2,-3,205,406264,205,3.5,1.0,0,1,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406125,158,5.0,5.0,0,2,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406329,158,4.5,5.0,0,3,0.0,0.6,0.5862068965517241
zhllwy,0,2023-11-24 17:53:51,2023-12-02 06:05:17,255,0,39,vrouw,3,2,3.0,2.0,14.0,136.0,,128.0,0.0,0.0,1.0,1.0,2,2,2,159,406329,159,2.5,4.0,0,0,0.0,0.6,0.5862068965517241
eejinp,1,2023-11-24 18:10:42,2023-12-04 07:55:09,255,0,69,vrouw,1,2,2.0,2.0,10.0,60.0,,52.0,0.0,0.0,1.0,,2,2,0,169,406329,169,1.0,1.0,1,0,0.0,0.6,0.5862068965517241
jnmxct,1,2023-11-24 22:19:11,2023-11-24 22:28:52,255,0,56,man,4,2,3.0,3.0,2.0,75.0,,76.0,2.0,0.0,0.0,0.0,2,1,0,221,406329,221,5.0,5.0,1,3,0.0,0.6,0.5862068965517241
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406262,158,4.0,3.0,0,8,0.0,1.0,1.0
jhivej,1,2023-11-24 21:05:03,2023-12-26 21:38:34,255,0,56,vrouw,5,3,1.0,-2.0,20.0,50.0,,56.0,1.0,0.0,-3.0,,2,1,1,208,406262,208,3.0,3.0,0,1,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406042,158,5.0,4.5,0,4,1.0,1.0,0.9166666666666666
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406386,158,1.0,1.0,0,3,0.0,0.0,
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406481,158,5.0,4.5,0,2,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406940,158,4.0,5.0,0,8,0.0,0.7777777777777778,0.8333333333333334
oficjp,1,2023-11-24 18:21:16,2023-12-04 10:48:04,255,0,61,man,4,2,-1.0,1.0,20.0,50.0,,50.0,1.0,0.0,0.0,,1,1,3,172,406940,172,3.0,3.0,1,7,0.0,0.7777777777777778,0.8333333333333334
lelrad,0,2023-11-27 16:45:46,2023-12-04 18:26:35,255,0,27,man,5,2,2.0,1.0,28.0,56.0,,57.0,-1.0,1.0,-1.0,,1,2,2,306,406940,306,1.0,1.0,0,3,0.0,0.7777777777777778,0.8333333333333334
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406367,158,2.0,4.5,0,6,0.0,0.3333333333333333,1.0
sutnhw,0,2023-11-24 19:16:09,2023-12-04 11:59:12,255,0,24,man,4,3,3.0,1.0,18.0,64.0,,62.0,-2.0,1.0,2.0,0.0,3,3,-1,186,406367,186,0.5,0.5,0,0,0.0,0.3333333333333333,1.0
tdncxg,1,2023-11-24 20:59:19,2023-12-06 16:32:39,255,0,54,vrouw,3,3,-1.0,-1.0,16.0,108.0,,89.0,-3.0,1.0,1.0,3.0,2,2,-3,205,406367,205,5.0,3.5,1,0,0.0,0.3333333333333333,1.0
ezjynv,1,2023-11-24 21:55:38,2023-12-08 19:31:26,255,0,55,man,2,3,-1.0,2.0,4.0,86.0,,60.0,-2.0,1.0,0.0,,3,3,3,216,406367,216,4.5,3.5,1,3,0.0,0.3333333333333333,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407008,158,5.0,3.0,0,4,1.0,0.3333333333333333,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407071,158,5.0,3.0,0,5,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406856,158,5.0,5.0,0,6,0.0,1.0,1.0
oficjp,1,2023-11-24 18:21:16,2023-12-04 10:48:04,255,0,61,man,4,2,-1.0,1.0,20.0,50.0,,50.0,1.0,0.0,0.0,,1,1,3,172,406856,172,1.0,1.0,1,3,0.0,1.0,1.0
dupoak,1,2023-11-24 19:35:10,2023-12-04 11:18:46,255,0,29,man,3,2,2.0,1.0,14.0,57.0,,57.0,0.0,0.0,2.0,2.0,0,1,1,193,406856,193,5.0,4.0,1,0,0.0,1.0,1.0
pqitut,1,2023-11-24 22:16:22,2023-12-22 22:01:36,255,0,43,vrouw,2,2,1.0,1.0,22.0,58.0,,62.0,3.0,1.0,0.0,21.0,2,2,0,220,406856,220,3.0,2.5,1,0,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407339,158,5.0,2.0,0,8,0.0,1.0,1.0
nydygn,0,2023-11-28 15:00:35,2023-12-10 20:50:15,255,0,23,man,3,2,3.0,0.0,16.0,54.0,,61.0,-2.0,1.0,-1.0,3.0,1,1,1,334,407339,334,5.0,2.0,0,4,1.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407085,158,1.0,1.0,0,4,1.0,1.0,1.0
naoruw,0,2023-11-28 10:02:13,2023-12-05 19:00:09,255,0,29,man,3,1,3.0,-1.0,14.0,96.0,,68.0,1.0,1.0,-1.0,58.0,1,2,-1,331,407085,331,0.5,0.5,0,7,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407425,158,5.0,5.0,0,1,0.0,1.0,1.0
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,407425,320,5.0,4.5,1,2,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407399,158,5.0,5.0,0,5,0.0,0.9117647058823528,0.935483870967742
eejinp,1,2023-11-24 18:10:42,2023-12-04 07:55:09,255,0,69,vrouw,1,2,2.0,2.0,10.0,60.0,,52.0,0.0,0.0,1.0,,2,2,0,169,407399,169,3.0,4.0,1,6,0.0,0.9117647058823528,0.935483870967742
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407415,158,5.0,3.0,0,7,0.0,1.0,1.0
jgglnh,1,2023-11-27 15:32:22,2023-12-03 08:08:03,255,0,61,man,2,2,3.0,2.0,14.0,57.0,,57.0,-1.0,1.0,-1.0,,3,3,3,277,407415,277,5.0,5.0,0,1,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407473,158,5.0,3.0,0,6,0.0,1.0,1.0
hzywmw,0,2023-11-28 16:42:38,2023-11-28 16:42:38,255,0,68,vrouw,3,3,3.0,3.0,2.0,70.0,,59.0,2.0,1.0,1.0,,3,3,1,354,407473,354,5.0,5.0,0,5,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407569,158,5.0,1.0,0,7,0.0,1.0,1.0
eqrjxm,0,2023-11-25 05:30:49,2023-12-06 13:14:59,255,0,29,man,3,2,2.0,2.0,18.0,55.0,,58.0,-3.0,0.0,0.0,,2,2,1,251,407569,251,4.5,3.5,0,6,0.0,1.0,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407111,158,5.0,4.0,0,6,0.0,0.9523809523809524,1.0
dhdtik,0,2023-11-24 18:23:57,2023-12-08 07:40:36,1,0,66,vrouw,4,3,,,12.0,94.0,,96.0,,,,0.0,3,2,2,174,407111,174,5.0,4.0,0,8,0.0,0.9523809523809524,1.0
ouhain,0,2023-11-27 15:50:15,2023-11-28 11:28:31,1,0,69,man,4,2,,,4.0,79.0,,76.0,,,,,2,2,1,286,407111,286,5.0,4.0,0,0,0.0,0.9523809523809524,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407355,158,3.5,5.0,0,7,0.0,0.5454545454545454,0.7857142857142857
dhdtik,0,2023-11-24 18:23:57,2023-12-08 07:40:36,1,0,66,vrouw,4,3,,,12.0,94.0,,96.0,,,,0.0,3,2,2,174,407355,174,3.0,3.0,0,1,0.0,0.5454545454545454,0.7857142857142857
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406892,158,5.0,4.0,0,2,0.0,0.8333333333333334,0.8333333333333334
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,406909,158,4.0,5.0,0,4,1.0,0.875,1.0
sciiqg,0,2023-11-27 16:31:38,2023-12-04 11:53:16,255,0,65,vrouw,2,2,1.0,0.0,20.0,57.0,,53.0,0.0,1.0,2.0,,0,1,0,303,406909,303,4.0,5.0,0,1,0.0,0.875,1.0
xaipbm,0,2023-11-27 17:51:37,2023-12-10 11:18:06,255,0,79,man,4,3,3.0,1.0,8.0,90.0,,133.0,-1.0,1.0,1.0,168.0,3,2,1,315,406909,315,2.5,2.0,0,3,0.0,0.875,1.0
widrxo,0,2023-11-24 17:51:10,2023-12-03 17:32:34,255,0,66,vrouw,4,3,1.0,1.0,26.0,77.0,,74.0,-3.0,0.0,2.0,,2,3,0,158,407207,158,5.0,5.0,0,3,0.0,1.0,1.0
